image_path,direction,shape,color
up/circle_blue_052.png,up,circle,blue
up/circle_brown_006.png,up,circle,brown
up/heart_green_088.png,up,heart,green
up/diamond_pink_035.png,up,diamond,pink
up/ellipse_green_019.png,up,ellipse,green
up/heart_orange_021.png,up,heart,orange
up/rectangle_navy_044.png,up,rectangle,navy
up/rectangle_green_095.png,up,rectangle,green
up/pentagon_yellow_005.png,up,pentagon,yellow
up/cross_cyan_134.png,up,cross,cyan
up/pentagon_brown_010.png,up,pentagon,brown
up/rectangle_purple_055.png,up,rectangle,purple
up/hexagon_pink_039.png,up,hexagon,pink
up/pentagon_blue_040.png,up,pentagon,blue
up/circle_red_034.png,up,circle,red
up/rectangle_brown_078.png,up,rectangle,brown
up/hexagon_cyan_135.png,up,hexagon,cyan
up/diamond_brown_066.png,up,diamond,brown
up/cross_purple_007.png,up,cross,purple
up/diamond_blue_139.png,up,diamond,blue
up/pentagon_yellow_049.png,up,pentagon,yellow
up/triangle_purple_085.png,up,triangle,purple
up/ellipse_red_025.png,up,ellipse,red
up/cross_brown_001.png,up,cross,brown
up/ellipse_brown_027.png,up,ellipse,brown
up/diamond_green_003.png,up,diamond,green
up/circle_yellow_067.png,up,circle,yellow
up/hexagon_red_056.png,up,hexagon,red
up/star_brown_121.png,up,star,brown
up/cross_purple_029.png,up,cross,purple
up/diamond_brown_138.png,up,diamond,brown
up/hexagon_cyan_048.png,up,hexagon,cyan
up/cross_cyan_028.png,up,cross,cyan
up/triangle_brown_140.png,up,triangle,brown
up/rectangle_cyan_004.png,up,rectangle,cyan
up/heart_purple_038.png,up,heart,purple
up/heart_green_150.png,up,heart,green
up/heart_brown_059.png,up,heart,brown
up/triangle_purple_132.png,up,triangle,purple
up/diamond_navy_066.png,up,diamond,navy
up/pentagon_blue_139.png,up,pentagon,blue
up/hexagon_navy_149.png,up,hexagon,navy
up/diamond_green_145.png,up,diamond,green
up/diamond_cyan_122.png,up,diamond,cyan
up/circle_purple_060.png,up,circle,purple
up/rectangle_blue_071.png,up,rectangle,blue
up/heart_cyan_141.png,up,heart,cyan
up/cross_brown_142.png,up,cross,brown
up/circle_red_110.png,up,circle,red
up/cross_brown_137.png,up,cross,brown
up/rectangle_pink_125.png,up,rectangle,pink
up/triangle_navy_069.png,up,triangle,navy
up/hexagon_cyan_077.png,up,hexagon,cyan
up/hexagon_brown_099.png,up,hexagon,brown
up/ellipse_pink_121.png,up,ellipse,pink
up/heart_green_082.png,up,heart,green
up/cross_navy_057.png,up,cross,navy
up/ellipse_pink_057.png,up,ellipse,pink
up/rectangle_orange_048.png,up,rectangle,orange
up/star_navy_068.png,up,star,navy
up/circle_pink_094.png,up,circle,pink
up/ellipse_purple_018.png,up,ellipse,purple
up/ellipse_green_109.png,up,ellipse,green
up/rectangle_yellow_093.png,up,rectangle,yellow
up/hexagon_pink_113.png,up,hexagon,pink
up/ellipse_cyan_004.png,up,ellipse,cyan
up/diamond_navy_135.png,up,diamond,navy
up/star_orange_131.png,up,star,orange
up/heart_blue_016.png,up,heart,blue
up/diamond_yellow_009.png,up,diamond,yellow
up/cross_blue_075.png,up,cross,blue
up/triangle_brown_103.png,up,triangle,brown
up/star_red_138.png,up,star,red
up/rectangle_pink_050.png,up,rectangle,pink
up/hexagon_pink_103.png,up,hexagon,pink
up/cross_navy_106.png,up,cross,navy
up/cross_blue_090.png,up,cross,blue
up/cross_purple_127.png,up,cross,purple
up/heart_purple_147.png,up,heart,purple
up/diamond_green_113.png,up,diamond,green
up/rectangle_navy_064.png,up,rectangle,navy
up/heart_green_105.png,up,heart,green
up/cross_brown_002.png,up,cross,brown
up/star_brown_124.png,up,star,brown
up/pentagon_navy_039.png,up,pentagon,navy
up/cross_cyan_107.png,up,cross,cyan
up/diamond_brown_150.png,up,diamond,brown
up/cross_yellow_145.png,up,cross,yellow
up/heart_navy_063.png,up,heart,navy
up/rectangle_yellow_089.png,up,rectangle,yellow
up/triangle_yellow_068.png,up,triangle,yellow
up/rectangle_orange_118.png,up,rectangle,orange
up/circle_orange_075.png,up,circle,orange
up/hexagon_pink_132.png,up,hexagon,pink
up/circle_cyan_054.png,up,circle,cyan
up/pentagon_purple_123.png,up,pentagon,purple
up/heart_blue_135.png,up,heart,blue
up/heart_navy_068.png,up,heart,navy
up/triangle_red_071.png,up,triangle,red
up/rectangle_blue_040.png,up,rectangle,blue
up/hexagon_cyan_055.png,up,hexagon,cyan
up/ellipse_red_028.png,up,ellipse,red
up/cross_blue_036.png,up,cross,blue
up/diamond_purple_134.png,up,diamond,purple
up/rectangle_green_048.png,up,rectangle,green
up/ellipse_pink_125.png,up,ellipse,pink
up/pentagon_brown_074.png,up,pentagon,brown
up/pentagon_purple_127.png,up,pentagon,purple
up/triangle_navy_013.png,up,triangle,navy
up/star_red_032.png,up,star,red
up/triangle_navy_144.png,up,triangle,navy
up/ellipse_cyan_060.png,up,ellipse,cyan
up/ellipse_green_079.png,up,ellipse,green
up/hexagon_cyan_057.png,up,hexagon,cyan
up/circle_navy_087.png,up,circle,navy
up/cross_pink_146.png,up,cross,pink
up/diamond_yellow_090.png,up,diamond,yellow
up/diamond_purple_109.png,up,diamond,purple
up/hexagon_green_147.png,up,hexagon,green
up/diamond_cyan_098.png,up,diamond,cyan
up/circle_navy_141.png,up,circle,navy
up/ellipse_yellow_108.png,up,ellipse,yellow
up/ellipse_navy_043.png,up,ellipse,navy
up/pentagon_purple_001.png,up,pentagon,purple
up/hexagon_orange_081.png,up,hexagon,orange
up/hexagon_green_044.png,up,hexagon,green
up/hexagon_red_147.png,up,hexagon,red
up/heart_blue_038.png,up,heart,blue
up/rectangle_yellow_123.png,up,rectangle,yellow
up/triangle_pink_016.png,up,triangle,pink
up/cross_brown_075.png,up,cross,brown
up/pentagon_pink_068.png,up,pentagon,pink
up/pentagon_red_044.png,up,pentagon,red
up/star_purple_135.png,up,star,purple
up/triangle_pink_023.png,up,triangle,pink
up/cross_pink_110.png,up,cross,pink
up/star_red_071.png,up,star,red
up/heart_navy_080.png,up,heart,navy
up/circle_pink_074.png,up,circle,pink
up/circle_pink_105.png,up,circle,pink
up/cross_cyan_101.png,up,cross,cyan
up/hexagon_orange_012.png,up,hexagon,orange
up/star_red_140.png,up,star,red
up/rectangle_blue_100.png,up,rectangle,blue
up/rectangle_brown_136.png,up,rectangle,brown
up/rectangle_green_109.png,up,rectangle,green
up/rectangle_red_056.png,up,rectangle,red
up/hexagon_yellow_144.png,up,hexagon,yellow
up/circle_red_148.png,up,circle,red
up/hexagon_brown_145.png,up,hexagon,brown
up/heart_navy_069.png,up,heart,navy
up/rectangle_blue_122.png,up,rectangle,blue
up/rectangle_yellow_055.png,up,rectangle,yellow
up/triangle_brown_064.png,up,triangle,brown
up/ellipse_orange_057.png,up,ellipse,orange
up/cross_yellow_013.png,up,cross,yellow
up/hexagon_brown_039.png,up,hexagon,brown
up/pentagon_navy_007.png,up,pentagon,navy
up/circle_cyan_034.png,up,circle,cyan
up/rectangle_cyan_110.png,up,rectangle,cyan
up/pentagon_red_131.png,up,pentagon,red
up/diamond_navy_116.png,up,diamond,navy
up/triangle_pink_121.png,up,triangle,pink
up/pentagon_orange_068.png,up,pentagon,orange
up/rectangle_green_079.png,up,rectangle,green
up/triangle_navy_070.png,up,triangle,navy
up/triangle_navy_108.png,up,triangle,navy
up/hexagon_orange_130.png,up,hexagon,orange
up/hexagon_blue_128.png,up,hexagon,blue
up/cross_green_046.png,up,cross,green
up/pentagon_red_004.png,up,pentagon,red
up/star_green_079.png,up,star,green
up/triangle_red_003.png,up,triangle,red
up/diamond_orange_062.png,up,diamond,orange
up/heart_navy_052.png,up,heart,navy
up/circle_green_120.png,up,circle,green
up/ellipse_orange_014.png,up,ellipse,orange
up/pentagon_red_064.png,up,pentagon,red
up/heart_red_065.png,up,heart,red
up/rectangle_pink_090.png,up,rectangle,pink
up/triangle_blue_055.png,up,triangle,blue
up/cross_pink_098.png,up,cross,pink
up/heart_cyan_088.png,up,heart,cyan
up/ellipse_pink_037.png,up,ellipse,pink
up/triangle_brown_109.png,up,triangle,brown
up/star_red_005.png,up,star,red
up/heart_purple_093.png,up,heart,purple
up/heart_orange_002.png,up,heart,orange
up/diamond_cyan_148.png,up,diamond,cyan
up/hexagon_green_068.png,up,hexagon,green
up/diamond_orange_109.png,up,diamond,orange
up/cross_cyan_039.png,up,cross,cyan
up/star_pink_106.png,up,star,pink
up/ellipse_red_150.png,up,ellipse,red
up/cross_navy_094.png,up,cross,navy
up/star_brown_024.png,up,star,brown
up/heart_red_102.png,up,heart,red
up/diamond_brown_089.png,up,diamond,brown
up/diamond_brown_117.png,up,diamond,brown
up/cross_cyan_009.png,up,cross,cyan
up/cross_green_007.png,up,cross,green
up/hexagon_brown_129.png,up,hexagon,brown
up/triangle_pink_114.png,up,triangle,pink
up/diamond_purple_054.png,up,diamond,purple
up/heart_red_123.png,up,heart,red
up/star_yellow_071.png,up,star,yellow
up/pentagon_brown_086.png,up,pentagon,brown
up/circle_red_041.png,up,circle,red
up/hexagon_orange_091.png,up,hexagon,orange
up/heart_cyan_038.png,up,heart,cyan
up/hexagon_yellow_135.png,up,hexagon,yellow
up/pentagon_orange_141.png,up,pentagon,orange
up/triangle_pink_109.png,up,triangle,pink
up/heart_orange_089.png,up,heart,orange
up/diamond_red_140.png,up,diamond,red
up/diamond_red_123.png,up,diamond,red
up/circle_blue_005.png,up,circle,blue
up/diamond_brown_069.png,up,diamond,brown
up/diamond_navy_102.png,up,diamond,navy
up/triangle_orange_029.png,up,triangle,orange
up/hexagon_brown_106.png,up,hexagon,brown
up/pentagon_orange_077.png,up,pentagon,orange
up/star_green_087.png,up,star,green
up/hexagon_navy_092.png,up,hexagon,navy
up/rectangle_blue_060.png,up,rectangle,blue
up/pentagon_orange_067.png,up,pentagon,orange
up/ellipse_navy_015.png,up,ellipse,navy
up/hexagon_pink_059.png,up,hexagon,pink
up/star_cyan_067.png,up,star,cyan
up/circle_red_030.png,up,circle,red
up/pentagon_pink_101.png,up,pentagon,pink
up/star_pink_125.png,up,star,pink
up/triangle_orange_106.png,up,triangle,orange
up/ellipse_green_146.png,up,ellipse,green
up/star_green_090.png,up,star,green
up/circle_red_088.png,up,circle,red
up/triangle_red_127.png,up,triangle,red
up/heart_red_044.png,up,heart,red
up/circle_red_105.png,up,circle,red
up/triangle_yellow_013.png,up,triangle,yellow
up/star_purple_129.png,up,star,purple
up/heart_brown_036.png,up,heart,brown
up/pentagon_yellow_023.png,up,pentagon,yellow
up/pentagon_cyan_117.png,up,pentagon,cyan
up/pentagon_purple_055.png,up,pentagon,purple
up/circle_orange_115.png,up,circle,orange
up/pentagon_brown_020.png,up,pentagon,brown
up/star_brown_054.png,up,star,brown
up/diamond_orange_068.png,up,diamond,orange
up/cross_navy_031.png,up,cross,navy
up/circle_red_023.png,up,circle,red
up/circle_green_088.png,up,circle,green
up/ellipse_green_005.png,up,ellipse,green
up/cross_green_143.png,up,cross,green
up/ellipse_cyan_131.png,up,ellipse,cyan
up/triangle_brown_062.png,up,triangle,brown
up/diamond_pink_142.png,up,diamond,pink
up/cross_brown_056.png,up,cross,brown
up/ellipse_yellow_131.png,up,ellipse,yellow
up/hexagon_pink_088.png,up,hexagon,pink
up/heart_brown_094.png,up,heart,brown
up/ellipse_brown_136.png,up,ellipse,brown
up/cross_blue_056.png,up,cross,blue
up/heart_purple_051.png,up,heart,purple
up/hexagon_green_144.png,up,hexagon,green
up/circle_navy_009.png,up,circle,navy
up/cross_yellow_052.png,up,cross,yellow
up/cross_purple_135.png,up,cross,purple
up/ellipse_orange_106.png,up,ellipse,orange
up/star_yellow_066.png,up,star,yellow
up/cross_orange_068.png,up,cross,orange
up/star_red_048.png,up,star,red
up/pentagon_blue_108.png,up,pentagon,blue
up/ellipse_purple_116.png,up,ellipse,purple
up/pentagon_pink_055.png,up,pentagon,pink
up/rectangle_green_046.png,up,rectangle,green
up/circle_pink_079.png,up,circle,pink
up/cross_red_039.png,up,cross,red
up/rectangle_orange_052.png,up,rectangle,orange
up/heart_cyan_007.png,up,heart,cyan
up/pentagon_cyan_145.png,up,pentagon,cyan
up/ellipse_brown_148.png,up,ellipse,brown
up/pentagon_brown_063.png,up,pentagon,brown
up/ellipse_blue_013.png,up,ellipse,blue
up/circle_navy_030.png,up,circle,navy
up/triangle_brown_132.png,up,triangle,brown
up/heart_purple_091.png,up,heart,purple
up/pentagon_blue_066.png,up,pentagon,blue
up/rectangle_orange_008.png,up,rectangle,orange
up/pentagon_navy_103.png,up,pentagon,navy
up/circle_brown_101.png,up,circle,brown
up/ellipse_blue_087.png,up,ellipse,blue
up/hexagon_red_143.png,up,hexagon,red
up/triangle_red_116.png,up,triangle,red
up/diamond_green_146.png,up,diamond,green
up/cross_navy_078.png,up,cross,navy
up/circle_orange_036.png,up,circle,orange
up/pentagon_orange_106.png,up,pentagon,orange
up/ellipse_cyan_141.png,up,ellipse,cyan
up/rectangle_blue_064.png,up,rectangle,blue
up/pentagon_purple_139.png,up,pentagon,purple
up/circle_pink_121.png,up,circle,pink
up/star_yellow_148.png,up,star,yellow
up/ellipse_orange_009.png,up,ellipse,orange
up/triangle_yellow_116.png,up,triangle,yellow
up/cross_red_146.png,up,cross,red
up/pentagon_yellow_106.png,up,pentagon,yellow
up/ellipse_purple_141.png,up,ellipse,purple
up/heart_yellow_077.png,up,heart,yellow
up/hexagon_orange_037.png,up,hexagon,orange
up/pentagon_purple_120.png,up,pentagon,purple
up/heart_blue_107.png,up,heart,blue
up/star_orange_024.png,up,star,orange
up/hexagon_yellow_018.png,up,hexagon,yellow
up/triangle_cyan_040.png,up,triangle,cyan
up/star_pink_007.png,up,star,pink
up/cross_red_053.png,up,cross,red
up/ellipse_blue_023.png,up,ellipse,blue
up/rectangle_red_121.png,up,rectangle,red
up/heart_navy_093.png,up,heart,navy
up/triangle_red_015.png,up,triangle,red
up/hexagon_yellow_075.png,up,hexagon,yellow
up/hexagon_blue_064.png,up,hexagon,blue
up/circle_navy_004.png,up,circle,navy
up/diamond_purple_125.png,up,diamond,purple
up/pentagon_navy_107.png,up,pentagon,navy
up/diamond_purple_071.png,up,diamond,purple
up/diamond_blue_078.png,up,diamond,blue
up/diamond_pink_007.png,up,diamond,pink
up/cross_navy_013.png,up,cross,navy
up/hexagon_brown_002.png,up,hexagon,brown
up/cross_green_085.png,up,cross,green
up/diamond_orange_035.png,up,diamond,orange
up/heart_brown_088.png,up,heart,brown
up/ellipse_pink_052.png,up,ellipse,pink
up/heart_brown_100.png,up,heart,brown
up/hexagon_yellow_024.png,up,hexagon,yellow
up/pentagon_brown_087.png,up,pentagon,brown
up/rectangle_cyan_001.png,up,rectangle,cyan
up/triangle_orange_044.png,up,triangle,orange
up/cross_brown_112.png,up,cross,brown
up/ellipse_navy_091.png,up,ellipse,navy
up/diamond_orange_087.png,up,diamond,orange
up/star_red_037.png,up,star,red
up/cross_navy_085.png,up,cross,navy
up/rectangle_blue_120.png,up,rectangle,blue
up/star_yellow_117.png,up,star,yellow
up/rectangle_yellow_067.png,up,rectangle,yellow
up/rectangle_navy_075.png,up,rectangle,navy
up/triangle_pink_077.png,up,triangle,pink
up/heart_blue_004.png,up,heart,blue
up/hexagon_yellow_030.png,up,hexagon,yellow
up/diamond_yellow_125.png,up,diamond,yellow
up/rectangle_pink_035.png,up,rectangle,pink
up/triangle_cyan_144.png,up,triangle,cyan
up/ellipse_yellow_132.png,up,ellipse,yellow
up/heart_orange_136.png,up,heart,orange
up/triangle_cyan_024.png,up,triangle,cyan
up/hexagon_blue_113.png,up,hexagon,blue
up/cross_cyan_070.png,up,cross,cyan
up/cross_green_068.png,up,cross,green
up/circle_yellow_001.png,up,circle,yellow
up/circle_red_016.png,up,circle,red
up/diamond_orange_150.png,up,diamond,orange
up/rectangle_purple_126.png,up,rectangle,purple
up/cross_pink_066.png,up,cross,pink
up/ellipse_brown_103.png,up,ellipse,brown
up/rectangle_pink_105.png,up,rectangle,pink
up/circle_blue_098.png,up,circle,blue
up/cross_navy_081.png,up,cross,navy
up/rectangle_yellow_112.png,up,rectangle,yellow
up/cross_red_021.png,up,cross,red
up/rectangle_orange_116.png,up,rectangle,orange
up/ellipse_red_142.png,up,ellipse,red
up/rectangle_blue_029.png,up,rectangle,blue
up/hexagon_cyan_097.png,up,hexagon,cyan
up/pentagon_brown_021.png,up,pentagon,brown
up/circle_pink_095.png,up,circle,pink
up/heart_red_032.png,up,heart,red
up/triangle_yellow_017.png,up,triangle,yellow
up/ellipse_pink_124.png,up,ellipse,pink
up/rectangle_purple_098.png,up,rectangle,purple
up/hexagon_yellow_094.png,up,hexagon,yellow
up/circle_brown_113.png,up,circle,brown
up/diamond_green_031.png,up,diamond,green
up/diamond_pink_122.png,up,diamond,pink
up/pentagon_yellow_084.png,up,pentagon,yellow
up/ellipse_brown_043.png,up,ellipse,brown
up/circle_brown_080.png,up,circle,brown
up/rectangle_purple_110.png,up,rectangle,purple
up/triangle_red_121.png,up,triangle,red
up/rectangle_purple_020.png,up,rectangle,purple
up/triangle_pink_108.png,up,triangle,pink
up/ellipse_pink_024.png,up,ellipse,pink
up/hexagon_pink_135.png,up,hexagon,pink
up/cross_cyan_002.png,up,cross,cyan
up/pentagon_navy_150.png,up,pentagon,navy
up/rectangle_green_037.png,up,rectangle,green
up/triangle_pink_073.png,up,triangle,pink
up/ellipse_yellow_055.png,up,ellipse,yellow
up/star_yellow_123.png,up,star,yellow
up/diamond_orange_057.png,up,diamond,orange
up/star_cyan_133.png,up,star,cyan
up/circle_red_018.png,up,circle,red
up/diamond_pink_097.png,up,diamond,pink
up/ellipse_orange_124.png,up,ellipse,orange
up/pentagon_green_081.png,up,pentagon,green
up/heart_cyan_084.png,up,heart,cyan
up/pentagon_yellow_092.png,up,pentagon,yellow
up/star_orange_033.png,up,star,orange
up/star_blue_027.png,up,star,blue
up/circle_cyan_091.png,up,circle,cyan
up/pentagon_purple_144.png,up,pentagon,purple
up/pentagon_blue_039.png,up,pentagon,blue
up/triangle_brown_040.png,up,triangle,brown
up/rectangle_red_106.png,up,rectangle,red
up/hexagon_blue_144.png,up,hexagon,blue
up/pentagon_blue_099.png,up,pentagon,blue
up/star_navy_063.png,up,star,navy
up/pentagon_red_094.png,up,pentagon,red
up/diamond_orange_119.png,up,diamond,orange
up/ellipse_pink_038.png,up,ellipse,pink
up/diamond_pink_009.png,up,diamond,pink
up/triangle_blue_140.png,up,triangle,blue
up/circle_pink_093.png,up,circle,pink
up/triangle_orange_108.png,up,triangle,orange
up/rectangle_yellow_022.png,up,rectangle,yellow
up/cross_green_129.png,up,cross,green
up/cross_pink_032.png,up,cross,pink
up/heart_green_063.png,up,heart,green
up/rectangle_navy_141.png,up,rectangle,navy
up/cross_blue_044.png,up,cross,blue
up/hexagon_navy_027.png,up,hexagon,navy
up/heart_pink_004.png,up,heart,pink
up/rectangle_blue_033.png,up,rectangle,blue
up/pentagon_purple_073.png,up,pentagon,purple
up/diamond_navy_113.png,up,diamond,navy
up/diamond_blue_117.png,up,diamond,blue
up/hexagon_brown_102.png,up,hexagon,brown
up/triangle_orange_008.png,up,triangle,orange
up/ellipse_green_014.png,up,ellipse,green
up/triangle_cyan_045.png,up,triangle,cyan
up/circle_navy_071.png,up,circle,navy
up/star_orange_092.png,up,star,orange
up/pentagon_blue_088.png,up,pentagon,blue
up/star_purple_011.png,up,star,purple
up/hexagon_blue_129.png,up,hexagon,blue
up/pentagon_blue_091.png,up,pentagon,blue
up/hexagon_pink_032.png,up,hexagon,pink
up/triangle_green_061.png,up,triangle,green
up/pentagon_cyan_061.png,up,pentagon,cyan
up/cross_brown_050.png,up,cross,brown
up/rectangle_cyan_108.png,up,rectangle,cyan
up/rectangle_navy_085.png,up,rectangle,navy
up/diamond_red_116.png,up,diamond,red
up/triangle_purple_074.png,up,triangle,purple
up/diamond_yellow_129.png,up,diamond,yellow
up/pentagon_blue_104.png,up,pentagon,blue
up/pentagon_purple_027.png,up,pentagon,purple
up/rectangle_brown_001.png,up,rectangle,brown
up/ellipse_yellow_024.png,up,ellipse,yellow
up/rectangle_yellow_092.png,up,rectangle,yellow
up/heart_red_092.png,up,heart,red
up/heart_green_131.png,up,heart,green
up/triangle_orange_083.png,up,triangle,orange
up/diamond_purple_057.png,up,diamond,purple
up/rectangle_pink_138.png,up,rectangle,pink
up/pentagon_cyan_033.png,up,pentagon,cyan
up/diamond_orange_042.png,up,diamond,orange
up/rectangle_red_006.png,up,rectangle,red
up/rectangle_red_069.png,up,rectangle,red
up/star_yellow_106.png,up,star,yellow
up/pentagon_green_019.png,up,pentagon,green
up/triangle_blue_040.png,up,triangle,blue
up/star_cyan_009.png,up,star,cyan
up/triangle_navy_116.png,up,triangle,navy
up/heart_cyan_107.png,up,heart,cyan
up/cross_blue_082.png,up,cross,blue
up/star_purple_038.png,up,star,purple
up/star_red_104.png,up,star,red
up/hexagon_green_109.png,up,hexagon,green
up/circle_red_043.png,up,circle,red
up/pentagon_cyan_001.png,up,pentagon,cyan
up/rectangle_orange_107.png,up,rectangle,orange
up/star_cyan_034.png,up,star,cyan
up/rectangle_orange_001.png,up,rectangle,orange
up/triangle_brown_014.png,up,triangle,brown
up/ellipse_pink_136.png,up,ellipse,pink
up/heart_navy_090.png,up,heart,navy
up/triangle_yellow_067.png,up,triangle,yellow
up/cross_purple_138.png,up,cross,purple
up/pentagon_brown_139.png,up,pentagon,brown
up/pentagon_navy_105.png,up,pentagon,navy
up/diamond_pink_055.png,up,diamond,pink
up/rectangle_yellow_071.png,up,rectangle,yellow
up/circle_cyan_099.png,up,circle,cyan
up/diamond_green_023.png,up,diamond,green
up/pentagon_yellow_115.png,up,pentagon,yellow
up/pentagon_red_058.png,up,pentagon,red
up/diamond_purple_127.png,up,diamond,purple
up/hexagon_cyan_061.png,up,hexagon,cyan
up/circle_blue_138.png,up,circle,blue
up/rectangle_orange_062.png,up,rectangle,orange
up/circle_navy_142.png,up,circle,navy
up/ellipse_yellow_064.png,up,ellipse,yellow
up/rectangle_brown_024.png,up,rectangle,brown
up/triangle_pink_021.png,up,triangle,pink
up/hexagon_blue_067.png,up,hexagon,blue
up/cross_blue_025.png,up,cross,blue
up/pentagon_orange_100.png,up,pentagon,orange
up/star_pink_127.png,up,star,pink
